id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10221297,Sunny spacious central flat Athens,2091734,Sandrine,,ΙΛΙΣΙΑ,37.974168161460916,23.7526258465924,Entire home/apt,125,2,105,2018-07-04,3.49,1,50
10224339,Acropolis view in elegant Kolonaki,50638651,Alexis,,ΛΥΚΑΒΗΤΤΟΣ,37.98006281967521,23.740888779233135,Entire home/apt,120,1,0,,,1,0
10239885,Spacious Apartment under Acropolis,7320123,Marilena,,ΘΗΣΕΙΟ,37.97622772717657,23.716422370501878,Entire home/apt,85,3,0,,,1,363
10257486,"Central Athens, 5' to Metro!",31476648,Konstantinos,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.000163184680645,23.731895089956076,Entire home/apt,34,2,20,2018-03-19,0.71,3,346
10258037,"Athens flat, a true home - 250m from Syntagma squ",52739195,Villy,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974608930946125,23.73399620921188,Entire home/apt,45,2,11,2018-01-14,0.71,1,39
10261338,Cosy apartment in the city center,52756702,Georgia,,ΣΤΑΔΙΟ,37.969161073550275,23.742784328413492,Entire home/apt,60,3,68,2018-06-13,2.43,1,320
10265257,Luxurious GRANDE airbnb room near Acropolis Athens,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96305635498725,23.72095728759996,Private room,12,1,118,2018-07-13,3.85,33,308
10267857,Studio in Exarchia Athens,52794144,Marina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987746856951816,23.73749382153777,Entire home/apt,25,4,8,2018-05-17,0.34,1,185
10271608,Athena's Nest- The best in Athens! A/C AND HEATED!,5108482,Alexi,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9737649816919,23.733545216609418,Entire home/apt,89,1,173,2018-07-02,6.58,3,153
10292091,Επιπλωμενο μοντερνο στουντιο,36254729,Alexia,,ΣΤΑΔΙΟ,37.96528083488313,23.74491854105317,Entire home/apt,29,1,65,2018-05-30,2.74,1,299
10318916,Cosy flat 3 min from Athens Metro,41270857,Margarita,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99498945344352,23.77340102332953,Entire home/apt,32,9,12,2018-05-11,0.58,2,32
10331341,Comfy flat at the centre of Athens,53164688,Marina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987526514677064,23.74599058959566,Entire home/apt,25,1,12,2018-01-04,0.41,1,257
10336165,City center apartment,14424585,Κατερίνα,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96463046719156,23.730815727288636,Entire home/apt,19,1,94,2018-06-22,3.29,1,313
10347094,New age vintage 2 bedroom apartment near the metro,1621474,Eazybnb Team,,ΠΑΓΚΡΑΤΙ,37.967926760343985,23.748333700557083,Entire home/apt,48,2,69,2018-07-13,2.41,78,322
10349116,New Central Penthouse-Stunning View,36119666,Athina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98331054303804,23.73680389119296,Entire home/apt,50,2,166,2018-07-08,5.51,2,345
10354786,House on the Acropolis rock,53292800,Niki,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97401817628782,23.726170612881884,Entire home/apt,150,1,153,2018-07-13,5.34,1,284
10357301,Apartment Central Athens,53305932,Marios,,ΠΕΤΡΑΛΩΝΑ,37.96655191110655,23.71009243076558,Entire home/apt,35,2,19,2017-10-20,0.75,1,0
10360991,Fully renovated on Lycabettus Hi,53325863,Roula,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98417625567311,23.72998046060463,Entire home/apt,35,1,19,2017-01-12,0.68,1,0
10364578,"Central Lycabettus penthouse, amazing view",48245392,Alexandra,,ΛΥΚΑΒΗΤΤΟΣ,37.98471490859897,23.74294356727826,Entire home/apt,59,2,46,2018-07-05,1.91,3,73
10371055,"BEST Location, Monastiraki, In the Heart of Athens",30255408,Stefanis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97819519214404,23.725372403820977,Entire home/apt,45,2,3,2017-04-07,0.11,15,303
10374154,Stylish & Comfy in the City Center,53400136,Evi,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98750461123601,23.71896923932374,Entire home/apt,25,2,128,2018-06-26,4.41,1,329
10400201,"Mets the secret of central Athens,no cleaning fee!",53540430,Chris,,ΣΤΑΔΙΟ,37.966806654880145,23.735695421024005,Entire home/apt,25,1,255,2018-07-15,9.62,1,281
10401324,Αthens flat. At the heart of Syntagma square.,49434255,Dia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.973793026131766,23.734180386376917,Entire home/apt,75,2,69,2018-01-06,2.45,1,59
10421511,"ΔΙΑΜΕΡΙΣΜΑ ΣΤΟ ΚΕΝΤΡΟ ΤΗΣ ΑΘΗΝΑΣ, ΕΞΑΡΧΕΙΑ.",53674392,Ελευθερια,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98690835337248,23.736853951090893,Entire home/apt,40,2,58,2018-07-06,2.06,1,77
10426129,Charming flat in athens centre,14628128,Ioannis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98572427768652,23.73919776194319,Entire home/apt,60,1,0,,,2,347
10444344,Cutehome Acropolis/metro sugrou-fix,46570806,Giannis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96315947074961,23.727114886395533,Entire home/apt,40,1,105,2018-07-08,5.81,1,339
10447814,Acropolis Neoclassical Mansion,53824000,Leonidas,,ΑΚΡΟΠΟΛΗ,37.96605983377382,23.722296608184358,Entire home/apt,115,1,84,2018-07-07,2.95,7,283
10448024,Bright&Lovely Place by Akropoli,14026960,Elvira,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96660547293121,23.72751589512686,Private room,30,1,237,2018-07-15,8.89,1,139
10448836,Studio on Athens metro,7398330,Anastas,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.005547607789794,23.727119251047238,Entire home/apt,29,1,16,2018-06-17,0.55,3,362
10455541,AMAZING  VIEW & PERFECT LOCATION .,53869859,Tipu,,ΚΕΡΑΜΕΙΚΟΣ,37.97920352093226,23.72166561430848,Entire home/apt,59,1,51,2018-06-16,1.69,1,363
10464815,"Acropolis, heart of the city Center",53924570,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.973282730562175,23.729038167919413,Entire home/apt,25,2,125,2018-06-28,4.87,1,320
10467859,Venetia's home in center of Athens,53941988,Annick,,ΠΑΓΚΡΑΤΙ,37.9643502418587,23.745933730685866,Entire home/apt,23,3,56,2018-07-08,2.03,1,276
10473236,Luxurious 1BD Ap. Historical Athens,31209762,Alexandros,,ΠΑΓΚΡΑΤΙ,37.97038098696039,23.742934707077385,Entire home/apt,80,2,0,,,1,180
10473625,Modern apartment in central Athens,16167618,Konstantinos,,ΚΟΛΩΝΑΚΙ,37.978870293315836,23.74448920023246,Entire home/apt,26,3,25,2018-07-06,0.92,1,268
10474667,ΝΑΝΣΥ,53981606,Αθανασια,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96314859531945,23.724017223744845,Entire home/apt,45,1,0,,,1,365
10475685,Arts & Acropolis,39266797,Paul,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96175113919129,23.72632195746709,Entire home/apt,65,1,0,,,1,48
10482630,Cozy  studio center uptown near Neo Psichiko,53983867,Christopher,,ΕΛΛΗΝΟΡΩΣΩΝ,37.998485519210405,23.77232891639297,Entire home/apt,30,20,1,2018-01-23,0.17,4,310
10488943,House with garden Thissio-Acropolis,5936658,Antonis,,ΑΚΡΟΠΟΛΗ,37.972452150798844,23.716545706505325,Entire home/apt,60,2,7,2018-01-13,0.25,1,255
10490287,Luxury top floor modern loft - 75m2,44148973,Eugenia,,ΚΕΡΑΜΕΙΚΟΣ,37.97906216008874,23.715566462311966,Entire home/apt,100,3,37,2018-02-07,1.32,1,227
10492029,Holidays with the comfort of home 1,19375244,Ana Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96597110631013,23.722983564599055,Private room,18,1,11,2016-10-03,0.40,2,0
10492944,Perfect for your holidays in Athens,54081110,Stephane,,ΘΗΣΕΙΟ,37.97590141848769,23.71975428163812,Entire home/apt,62,2,13,2018-05-30,0.53,1,359
10503261,Central Athens Penthouse,54155691,George,,ΙΛΙΣΙΑ,37.97477189809689,23.748856760265255,Entire home/apt,60,2,0,,,1,364
10503859,gazi loft,46494819,Panos,,ΒΟΤΑΝΙΚΟΣ,37.9786964915662,23.707907300904164,Entire home/apt,39,1,0,,,1,288
10513581,Economy Double room,54077625,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97589987355823,23.72988286716101,Private room,58,1,0,,,3,304
10543430,DERIGNY STUDIO CENTRAL ATHENS LUXURIOUS APARTMENTS,3181970,Gerry & Katerina,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99533570299702,23.73070538216626,Entire home/apt,16,2,62,2018-06-30,2.27,4,287
10543466,Modern penthouse at syntagma,40474716,Mike &,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97691623277422,23.727925358408438,Entire home/apt,55,1,150,2018-07-04,5.02,5,344
10554243,Athens Design apt close to museum,121708,Helena,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99046494282244,23.73543215404182,Entire home/apt,44,2,56,2018-06-02,1.95,20,340
10555922,A for Athens1 - a stylish apt.,54443805,Housefull,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98475109694809,23.75673387233942,Entire home/apt,75,3,0,,,10,288
10562084,Elegant Apartment - Kolonaki Athens,54479152,Yiannis,,ΛΥΚΑΒΗΤΤΟΣ,37.9795203044754,23.74391149702227,Entire home/apt,80,2,14,2017-01-17,0.53,1,281
10575449,A: HAT - City Centre Air-con/Wi-fi near Metro,5864499,Sinya,,ΠΑΓΚΡΑΤΙ,37.971214729141586,23.746381954624848,Private room,24,1,27,2018-06-29,1.12,5,363
10580109,Stanza acqua - 5th floor with balcony Eksarcheia,23191991,Elisa,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.985397882428195,23.734898544755076,Private room,15,2,7,2016-09-01,0.25,3,316
10585531,A&K luxurious central apartment,47815648,Antonis,,ΠΑΤΗΣΙΑ,38.01106897463402,23.734513899970697,Entire home/apt,222,2,120,2017-11-27,4.01,4,196
10587280,Live like Athenian,27843817,Gkiokan,,ΝΕΟΣ ΚΟΣΜΟΣ,37.965851301594725,23.729605004404924,Private room,34,2,119,2018-07-15,4.19,1,222
10588538,32m² Newly renovated loft in Athens,29927830,"Dimitris, Konstantinos & Sevi",,ΝΙΡΒΑΝΑ,38.00590241389441,23.724129305987617,Entire home/apt,35,2,150,2018-06-26,5.37,73,339
10596035,Small Apartment - Acropolis Area,54672726,Ev,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96450362909586,23.724067599888503,Entire home/apt,50,1,0,,,1,89
10599434,Come stay in Athens!,14945824,Maria,,ΚΥΨΕΛΗ,38.00004783907636,23.7347119540776,Entire home/apt,87,4,0,,,1,227
10602563,Private house with two rooms in Athens,4402652,Yorgos,,ΓΟΥΔΙ,37.984860072616584,23.76194554270234,Entire home/apt,30,3,0,,,1,365
10602942,"M°Aghios Ioannis, 10' de l'Acropole",54710237,Marc,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95728980918173,23.73585501884276,Entire home/apt,40,4,0,,,1,77
10603975,Luxury Boutique-Acropolis,806146,Aris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97908420924506,23.72384034847178,Entire home/apt,53,3,141,2018-07-01,4.78,1,263
10642903,Acropolis heart,15884339,Maria,,ΑΚΡΟΠΟΛΗ,37.96961750816821,23.729478391631382,Entire home/apt,90,1,0,,,1,364
10648966,"Exarcheia:cute+central, 4th+balcony",6196072,Kostia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98380486486839,23.73620729890163,Entire home/apt,35,3,0,,,1,365
10662789,Sunshine apartment near Athens,10581143,Pagona,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99992302339912,23.77359132286911,Entire home/apt,45,3,11,2018-01-04,0.38,12,192
10669181,Athensapart-Kolonaki best location,3846699,Peter,,ΚΟΛΩΝΑΚΙ,37.97692229258667,23.74439475292425,Entire home/apt,35,4,8,2018-06-08,0.29,1,365
10673551,Cozy room in the center of Athens,55133500,Georgios,,ΠΑΓΚΡΑΤΙ,37.973113898086055,23.748539291439815,Private room,15,3,56,2018-07-14,1.86,1,131
10676887,"DownTown Cozy Apartment in Athens,Gazi",55149213,Ioannis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98165667284842,23.71907860432435,Entire home/apt,40,1,57,2018-07-07,4.03,1,346
10679575,"Cozy, sunny, cool, business ready -Kolonaki",55164235,Marilena,,ΚΟΛΩΝΑΚΙ,37.97933834137304,23.744762893770815,Entire home/apt,55,2,35,2018-07-05,1.46,1,340
10682561,3bed Apt Exarcheia,55183219,Marianna,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9886745773915,23.734646705718863,Entire home/apt,70,1,0,,,1,0
10692450,Top Floor Vintage-style Apartment,55241101,Calliope,,ΙΛΙΣΙΑ,37.978356390048226,23.753975301380226,Entire home/apt,40,3,61,2018-07-08,2.23,1,329
10743975,Central 7'Metro! Ideal for 4 people,33830010,Vivian,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987710945956444,23.73207981795196,Entire home/apt,30,2,99,2018-07-07,3.34,3,343
10760257,Cosy studio at The heart of center!,39155483,Jane,,ΠΑΓΚΡΑΤΙ,37.97160513914459,23.742365226733,Entire home/apt,25,2,4,2017-06-01,0.18,1,0
10765177,"Charming ""pied a terre"" in Athens!",5654201,Maria,,ΚΟΛΩΝΑΚΙ,37.9780463777599,23.740139740998565,Entire home/apt,55,4,1,2018-06-06,0.73,1,365
10785275,Enjoy your second home in the Heart of Athens,54236998,Μαρια,,ΝΕΟΣ ΚΟΣΜΟΣ,37.962333385141044,23.734184011902567,Entire home/apt,25,1,47,2018-06-06,2.07,1,275
10786052,Olive Tree House,55805240,Θανάσης,,ΠΑΓΚΡΑΤΙ,37.971016980221016,23.74568446604595,Entire home/apt,50,2,78,2017-11-17,2.66,1,0
10795442,BELLA APARTMENT  ATHENS CENTER,33039071,Christina Blerina,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99130488102942,23.73282555901261,Entire home/apt,79,5,0,,,1,363
10806105,"Bright, Acropolis-looking Studio in upbeat Mets",50252472,Thalia,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96527997054128,23.73939160496431,Entire home/apt,25,2,71,2018-07-09,2.75,1,127
10808869,The White House (Big),32948108,Michalis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98779813893359,23.729521884353158,Entire home/apt,80,1,0,,,21,336
10814742,ULYSSES,55996307,Panayiotis,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00550588736684,23.73123704069526,Entire home/apt,32,3,5,2016-11-12,0.20,5,355
10817455,"Grand Kolonaki 2 bedroom Apartment, Athens",8339895,Regina,,ΛΥΚΑΒΗΤΤΟΣ,37.97995969072261,23.740582247908268,Entire home/apt,97,3,29,2018-06-11,1.03,2,319
10820830,CIRCE,55996307,Panayiotis,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00458183248401,23.72914997138972,Entire home/apt,20,2,26,2018-01-17,0.93,5,264
10846031,Explore Athens,56175177,Nikos & Eleni,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00572914057257,23.734039683431316,Entire home/apt,31,2,35,2018-06-27,1.36,1,279
10848223,Apartment in the heart of Athens,56183349,Basi,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98898176189446,23.74080918524879,Entire home/apt,35,1,211,2018-07-12,7.23,2,316
10856260,2BDR Boutique Full Apt in Plaka,23142038,Stella & Nikos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.974154976077564,23.732502005951748,Entire home/apt,54,1,170,2018-07-11,5.87,11,322
10865731,Live a true Athenian experience_ Center_Metro,8171630,Stratos,,ΚΕΡΑΜΕΙΚΟΣ,37.97933381012324,23.71662377975898,Entire home/apt,39,1,97,2018-06-17,3.25,5,362
10866654,Central artisitc apartment 2,5062868,Thania,,ΚΥΨΕΛΗ,37.99789557869454,23.733987430637,Entire home/apt,135,4,26,2018-04-07,1.12,4,358
10870083,DreamItAthens: Sunny House at Acropolis' foothills,23488584,Nicolas,,ΑΚΡΟΠΟΛΗ,37.97254431226052,23.727781715959132,Entire home/apt,340,3,11,2018-06-21,0.44,3,123
10871793,Central Cosy 2BD Apartment in Plaka,20104194,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9723794685793,23.732063988350724,Entire home/apt,75,2,131,2018-07-12,5.01,21,158
10876187,Amazing studio with private terrace in the centre,31422096,Roula,,ΠΕΤΡΑΛΩΝΑ,37.964081042818655,23.707832964320872,Entire home/apt,45,2,62,2018-06-26,2.22,2,337
10882405,Beautiful 2 bedroom apartment (Museum Area),7745933,Dimitris,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98960773244751,23.73120356060218,Entire home/apt,30,3,8,2018-06-10,0.32,2,33
10890756,KONNET APP Olympian Zeus houses 2,31256039,Konnethome,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96604157876108,23.73329269109391,Entire home/apt,50,2,84,2018-07-03,2.97,2,294
10892077,Beautiful appartment,56444254,Penny,,ΓΚΥΖΗ,37.99335919157637,23.74884353045088,Entire home/apt,70,2,0,,,1,364
10898803,In the center with Amazing view,6515798,Athanasios,,ΖΑΠΠΕΙΟ,37.968522156899354,23.733350210097285,Entire home/apt,75,1,247,2018-07-10,8.33,7,253
10915181,Renovated 1-bedroom at Acropolis!,56575593,Aris,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.966268493901154,23.723755777093164,Entire home/apt,50,3,19,2017-07-10,0.66,1,0
10915637,"",56578511,Giorgos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99440004840318,23.72347815546789,Private room,16,1,1,2016-07-29,0.04,1,0
10916521,studio down town Athens,56591556,Nansy,,ΚΕΡΑΜΕΙΚΟΣ,37.97966926115853,23.71401662479926,Entire home/apt,35,3,73,2018-07-10,2.65,1,19
10919276,Spacious and luminous flat,8975750,Justine,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99091232579446,23.73497021240973,Entire home/apt,35,3,4,2017-09-29,0.16,2,356
10920899,Neoclassical Flat in Monastiraki,56607959,Vassilis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97787430699511,23.72823879784682,Entire home/apt,85,3,12,2018-06-18,0.46,2,288
10936784,Downtown Cosy&Beautiful Modern Apt,23142038,Stella & Nikos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.973144319442426,23.732785931952975,Entire home/apt,39,1,198,2018-07-15,7.00,11,319
10938439,Bright & Cosy 50m2 7th floor,14386266,Eleni,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9891160365787,23.76455287708279,Entire home/apt,35,4,1,2016-07-23,0.04,1,337
10959640,Ευηλιο ρετιρε με θεα την Ακροπολη,51205355,Giorgos,,ΓΟΥΒΑ,37.96086254434045,23.74380902220895,Entire home/apt,35,1,72,2018-07-05,2.61,2,184
10959841,Cozy Apartment by the Acropolis,56833934,Socrates & Margie,,ΘΗΣΕΙΟ,37.97436103603776,23.71740119630421,Entire home/apt,45,1,168,2018-07-14,7.09,2,298
10973970,Classical flat under the Acropolis,56937053,Sofia,,ΑΚΡΟΠΟΛΗ,37.969822687780365,23.72436092649529,Entire home/apt,46,1,56,2018-07-02,1.96,1,335
10974804,Acropolis view Luxurious apartment,121708,Helena,,ΑΚΡΟΠΟΛΗ,37.96849875602273,23.72399290207802,Entire home/apt,198,2,2,2016-06-14,0.07,20,365
10989934,Beautifully renovated elegant home near Acropolis,57021288,Victoria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96400381906546,23.72337362400532,Entire home/apt,68,2,65,2018-06-29,4.79,1,279
11001971,Friendly and sunny apartment :))),24372950,Gabriela,,ΑΝΩ ΠΑΤΗΣΙΑ,38.019705673134695,23.733983387145663,Shared room,20,1,14,2017-11-24,0.47,1,192
11008646,"cosy, just renovated central flat",51417690,Panos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98328263463104,23.7395826491982,Entire home/apt,45,2,16,2018-07-09,0.57,1,301
11010251,"Design apt, 85m², 6min city center",23518860,Nickole,,ΑΜΠΕΛΟΚΗΠΟΙ,37.990502885352775,23.760077163795593,Entire home/apt,39,1,65,2017-10-02,2.22,1,332
11012052,Sunny 2 BR on Athens Metro,29884413,Dean,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99101091481645,23.763909001399103,Entire home/apt,18,13,0,,,1,350
11025310,"Sunny artsy apartment, central near Acropolis!",57215192,Lior,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96222421077607,23.7210308242434,Entire home/apt,40,2,4,2018-05-13,0.14,2,14
11028392,central and peaceful,57226922,Erasmia,,ΣΤΑΔΙΟ,37.96967326997071,23.740927287278033,Entire home/apt,35,2,78,2018-07-01,2.83,1,318
11031668,Acropolis View Charming Loft,3489820,Acropolis Athens,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967220582825675,23.726198270357624,Entire home/apt,40,1,102,2018-07-11,3.48,11,295
11033008,ACROPOLIS VIEW,57255314,Nick,,ΣΤΑΔΙΟ,37.9658467870839,23.733839601100726,Entire home/apt,41,2,123,2018-07-12,4.40,1,160
11038469,CENTRAL ATHENS apt 110m2 metro 100m,53695550,Steven,,ΚΟΛΩΝΟΣ,37.99269842512254,23.716473475382294,Entire home/apt,39,1,228,2018-07-04,8.43,4,305
11053129,Amazing Huge 148sq Full Apt Downtown Plaka,23142038,Stella & Nikos,,ΖΑΠΠΕΙΟ,37.97123649565346,23.732890661381838,Entire home/apt,59,1,162,2018-07-07,5.70,11,300
11054358,GRSTATH101-1 2BR Luxury Apartment,4486574,Important Group,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96781541680882,23.729986750035525,Entire home/apt,190,2,1,2016-07-03,0.04,12,334
11057998,Tiny loft with amazing view,57392551,Aris,,ΠΑΓΚΡΑΤΙ,37.970799853318155,23.743213223962425,Entire home/apt,25,3,22,2018-06-02,0.90,1,304
11058100,Renovated 50m2 apartment-centertown,56064778,Alexis,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00343794035541,23.729858249680113,Entire home/apt,20,1,1,2016-03-10,0.03,1,346
11058981,Room at the Metz,143224,Dion,,ΣΤΑΔΙΟ,37.967754796466146,23.74415147865058,Private room,18,2,1,2016-05-13,0.04,1,361
11063196,SUPER CENTRAL SPACIOUS AP IN ATHENS,717815,Christos,,ΚΟΛΩΝΑΚΙ,37.978634864732776,23.737716576840224,Entire home/apt,89,1,93,2018-05-05,3.24,5,297
11098937,Athens city break -5 min.metro,3600854,Giorgos,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.01873910601346,23.72832232800982,Entire home/apt,29,3,5,2017-12-05,0.18,6,319
11100395,"",18208208,Michael,,ΠΑΓΚΡΑΤΙ,37.96824333079079,23.753542074542132,Private room,18,2,0,,,2,288
11102304,Eclectic Abode In Perfect Location,50746757,Angelo & Vivi,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98620615353496,23.742224775613373,Entire home/apt,72,2,6,2017-06-30,0.23,1,311
11111075,3 bedroom sunny family apartment,57721649,Madeau,,ΠΕΤΡΑΛΩΝΑ,37.964549230227306,23.713172505658193,Entire home/apt,39,2,76,2018-07-10,3.02,1,336
11112289,Cozy loft  in the center of Athens,56990461,Eleni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98592237012702,23.734795007588474,Entire home/apt,25,1,35,2018-07-15,2.26,1,330
11113737,Modern & comfy appt. 5min metro - 15' city center.,13411357,George,,ΠΑΤΗΣΙΑ,38.01183608060196,23.734643281453238,Entire home/apt,25,1,34,2018-07-01,1.36,4,148
11114078,Apartment Thisio-Central Athens 10'metro+Acropolis,34623940,Maria,,ΘΗΣΕΙΟ,37.97415040875555,23.71599512620584,Entire home/apt,80,2,0,,,1,205
11136190,"Dreamy apartment at Thission, near Acropolis.",52111574,George,,ΘΗΣΕΙΟ,37.974483891499005,23.719366550611554,Entire home/apt,45,1,50,2018-07-14,2.93,1,301
11137204,Dream apartment @ heart of athens!,57877943,Anna,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98880669110125,23.749004461059574,Entire home/apt,25,2,190,2018-07-15,6.48,2,221
11143567,CITY FEELINGS,57916414,Nadja,,ΓΟΥΒΑ,37.9592606215479,23.74490124210619,Entire home/apt,30,2,0,,,1,348
11154467,"Designers maisonette, 5th floor Acropolis view",6718117,George,,ΠΑΓΚΡΑΤΙ,37.97162241075504,23.74475094207006,Entire home/apt,40,2,14,2018-06-30,0.92,1,319
11161942,Perfect cental Syntagma square,58054524,Dimitris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.975994596787636,23.732747584465244,Entire home/apt,40,2,74,2018-07-10,2.65,1,237
11166495,Cozy apartment for Travellers*,34168523,Caterina,,ΠΑΤΗΣΙΑ,38.01488247954524,23.73840401462722,Entire home/apt,25,1,1,2016-02-15,0.03,2,0
11177292,Cozy apt in Athens Fully equipped!,6039587,Pan,,ΠΑΓΚΡΑΤΙ,37.97214930795278,23.743217112325045,Entire home/apt,34,2,108,2018-06-10,3.79,1,330
